word,num_syllables,syllables,stress_pattern,infixed
SUNSCREEN,2,"['sun', 'screen']","[['sun', '0'], ['screen', '1']]",sun-fuckin-screen
SUPERB,2,"['su', 'perb']","[['su', '0'], ['perb', '1']]",su-fuckin-perb
SUPINE,2,"['su', 'pine']","[['su', '0'], ['pine', '1']]",su-fuckin-pine
SUPPLANT,2,"['sup', 'plant']","[['sup', '0'], ['plant', '1']]",sup-fuckin-plant
SUPPLIED,2,"['sup', 'plied']","[['sup', '0'], ['plied', '1']]",sup-fuckin-plied
SUPPLIES,2,"['sup', 'plies']","[['sup', '0'], ['plies', '1']]",sup-fuckin-plies
SUPPLY,2,"['sup', 'ply']","[['sup', '0'], ['ply', '1']]",sup-fuckin-ply
SUPPORT,2,"['sup', 'port']","[['sup', '0'], ['port', '1']]",sup-fuckin-port
SUPPOSE,2,"['sup', 'pose']","[['sup', '0'], ['pose', '1']]",sup-fuckin-pose
SUPPOSED,2,"['sup', 'posed']","[['sup', '0'], ['posed', '1']]",sup-fuckin-posed
SUPPRESS,2,"['sup', 'press']","[['sup', '0'], ['press', '1']]",sup-fuckin-press
SUPREME,2,"['su', 'preme']","[['su', '0'], ['preme', '1']]",su-fuckin-preme
SURCHARGE,2,"['sur', 'charge']","[['sur', '0'], ['charge', '1']]",sur-fuckin-charge
SURMISE,2,"['sur', 'mise']","[['sur', '0'], ['mise', '1']]",sur-fuckin-mise
SURMISED,2,"['sur', 'mised']","[['sur', '0'], ['mised', '1']]",sur-fuckin-mised
SURMOUNT,2,"['sur', 'mount']","[['sur', '0'], ['mount', '1']]",sur-fuckin-mount
SURPASS,2,"['sur', 'pass']","[['sur', '0'], ['pass', '1']]",sur-fuckin-pass
SURPRISE,2,"['sur', 'prise']","[['sur', '0'], ['prise', '1']]",sur-fuckin-prise
SURPRISED,2,"['sur', 'prised']","[['sur', '0'], ['prised', '1']]",sur-fuckin-prised
SURROUND,2,"['sur', 'round']","[['sur', '0'], ['round', '1']]",sur-fuckin-round
SURVEIL,2,"['sur', 'veil']","[['sur', '0'], ['veil', '1']]",sur-fuckin-veil
SURVEY,2,"['sur', 'vey']","[['sur', '0'], ['vey', '1']]",sur-fuckin-vey
SURVEYS,2,"['sur', 'veys']","[['sur', '0'], ['veys', '1']]",sur-fuckin-veys
SURVIVE,2,"['sur', 'vive']","[['sur', '0'], ['vive', '1']]",sur-fuckin-vive
SURVIVED,2,"['sur', 'vived']","[['sur', '0'], ['vived', '1']]",sur-fuckin-vived
SUSPECT,2,"['sus', 'pect']","[['sus', '0'], ['pect', '1']]",sus-fuckin-pect
SUSPEND,2,"['sus', 'pend']","[['sus', '0'], ['pend', '1']]",sus-fuckin-pend
SUSPENSE,2,"['sus', 'pense']","[['sus', '0'], ['pense', '1']]",sus-fuckin-pense
SUSTAIN,2,"['sus', 'tain']","[['sus', '0'], ['tain', '1']]",sus-fuckin-tain
SUSTAINED,2,"['sus', 'tained']","[['sus', '0'], ['tained', '1']]",sus-fuckin-tained
SUZANNE,2,"['Su', 'zanne']","[['Su', '0'], ['zanne', '1']]",Su-fuckin-zanne
SYRINGE,2,"['sy', 'ringe']","[['sy', '0'], ['ringe', '1']]",sy-fuckin-ringe
TABLEAU,2,"['tab', 'leau']","[['tab', '0'], ['leau', '1']]",tab-fuckin-leau
TABLEAUX,2,"['tab', 'leaux']","[['tab', '0'], ['leaux', '1']]",tab-fuckin-leaux
TABOO,2,"['ta', 'boo']","[['ta', '0'], ['boo', '1']]",ta-fuckin-boo
TABOOS,2,"['ta', 'boos']","[['ta', '0'], ['boos', '1']]",ta-fuckin-boos
TAMIL,2,"['Tam', 'il']","[['Tam', '0'], ['il', '0']]",Tamil
TAMILS,2,"['Tam', 'ils']","[['Tam', '0'], ['ils', '0']]",Tamils
TANGIERS,2,"['Tan', 'giers']","[['Tan', '2'], ['giers', '1']]",Tan-fuckin-giers
TAROT,2,"['ta', 'rot']","[['ta', '2'], ['rot', '1']]",ta-fuckin-rot
TASHKENT,2,"['Tash', 'kent']","[['Tash', '2'], ['kent', '1']]",Tash-fuckin-kent
TATTOO,2,"['tat', 'too']","[['tat', '0'], ['too', '1']]",tat-fuckin-too
TATTOOED,2,"['tat', 'tooed']","[['tat', '0'], ['tooed', '1']]",tat-fuckin-tooed
TATTOOS,2,"['tat', 'toos']","[['tat', '0'], ['toos', '1']]",tat-fuckin-toos
TATU,2,"['ta', 'tu']","[['ta', '0'], ['tu', '1']]",ta-fuckin-tu
TECHNIQUE,2,"['tech', 'nique']","[['tech', '0'], ['nique', '1']]",tech-fuckin-nique
TEHRAN,2,"['Teh', 'ran']","[['Teh', '2'], ['ran', '1']]",Teh-fuckin-ran
TERRAIN,2,"['ter', 'rain']","[['ter', '0'], ['rain', '1']]",ter-fuckin-rain
TERRAINS,2,"['ter', 'rains']","[['ter', '0'], ['rains', '1']]",ter-fuckin-rains
THEMSELVES,2,"['them', 'selves']","[['them', '0'], ['selves', '1']]",them-fuckin-selves
THENCEFORTH,2,"['thence', 'forth']","[['thence', '2'], ['forth', '1']]",thence-fuckin-forth
THEREIN,2,"['there', 'in']","[['there', '0'], ['in', '1']]",there-fuckin-in
THEREOF,2,"['there', 'of']","[['there', '2'], ['of', '1']]",there-fuckin-of
THOREAU,2,"['Tho', 'reau']","[['Tho', '0'], ['reau', '1']]",Tho-fuckin-reau
THROUGHOUT,2,"['through', 'out']","[['through', '0'], ['out', '1']]",through-fuckin-out
ABACK,2,"['a', 'back']","[['a', '0'], ['back', '1']]",a-fuckin-back
ABASH,2,"['a', 'bash']","[['a', '0'], ['bash', '1']]",a-fuckin-bash
ABASHED,2,"['a', 'bashed']","[['a', '0'], ['bashed', '1']]",a-fuckin-bashed
ABATE,2,"['a', 'bate']","[['a', '0'], ['bate', '1']]",a-fuckin-bate
ABATES,2,"['a', 'bates']","[['a', '0'], ['bates', '1']]",a-fuckin-bates
ABDUCT,2,"['ab', 'duct']","[['ab', '0'], ['duct', '1']]",ab-fuckin-duct
ABDUCTS,2,"['ab', 'ducts']","[['ab', '0'], ['ducts', '1']]",ab-fuckin-ducts
ABED,2,"['a', 'bed']","[['a', '0'], ['bed', '1']]",a-fuckin-bed
ABELE,2,"['a', 'bele']","[['a', '0'], ['bele', '1']]",a-fuckin-bele
ABET,2,"['a', 'bet']","[['a', '0'], ['bet', '1']]",a-fuckin-bet
ABHOR,2,"['ab', 'hor']","[['ab', '0'], ['hor', '1']]",ab-fuckin-hor
ABHORRED,2,"['ab', 'horred']","[['ab', '0'], ['horred', '1']]",ab-fuckin-horred
ABHORS,2,"['ab', 'hors']","[['ab', '0'], ['hors', '1']]",ab-fuckin-hors
ABIDE,2,"['a', 'bide']","[['a', '0'], ['bide', '1']]",a-fuckin-bide
ABIDES,2,"['a', 'bides']","[['a', '0'], ['bides', '1']]",a-fuckin-bides
ABLAZE,2,"['a', 'blaze']","[['a', '0'], ['blaze', '1']]",a-fuckin-blaze
ABLOOM,2,"['a', 'bloom']","[['a', '0'], ['bloom', '1']]",a-fuckin-bloom
ABOARD,2,"['a', 'board']","[['a', '0'], ['board', '1']]",a-fuckin-board
ABODE,2,"['a', 'bode']","[['a', '0'], ['bode', '1']]",a-fuckin-bode
ABORT,2,"['a', 'bort']","[['a', '0'], ['bort', '1']]",a-fuckin-bort
ABOUND,2,"['a', 'bound']","[['a', '0'], ['bound', '1']]",a-fuckin-bound
ABOUNDS,2,"['a', 'bounds']","[['a', '0'], ['bounds', '1']]",a-fuckin-bounds
ABOUT,2,"['a', 'bout']","[['a', '0'], ['bout', '1']]",a-fuckin-bout
ABOVE,2,"['a', 'bove']","[['a', '0'], ['bove', '1']]",a-fuckin-bove
ABRAM,2,"['A', 'bram']","[['A', '0'], ['bram', '1']]",A-fuckin-bram
ABREAST,2,"['a', 'breast']","[['a', '0'], ['breast', '1']]",a-fuckin-breast
ABRIDGE,2,"['a', 'bridge']","[['a', '0'], ['bridge', '1']]",a-fuckin-bridge
ABRIDGED,2,"['a', 'bridged']","[['a', '0'], ['bridged', '1']]",a-fuckin-bridged
ABROAD,2,"['a', 'broad']","[['a', '0'], ['broad', '1']]",a-fuckin-broad
ABRUPT,2,"['ab', 'rupt']","[['ab', '0'], ['rupt', '1']]",ab-fuckin-rupt
ABSOLVE,2,"['ab', 'solve']","[['ab', '0'], ['solve', '1']]",ab-fuckin-solve
ABSOLVED,2,"['ab', 'solved']","[['ab', '0'], ['solved', '1']]",ab-fuckin-solved
ABSORB,2,"['ab', 'sorb']","[['ab', '0'], ['sorb', '1']]",ab-fuckin-sorb
ABSORBED,2,"['ab', 'sorbed']","[['ab', '0'], ['sorbed', '1']]",ab-fuckin-sorbed
ABSORBS,2,"['ab', 'sorbs']","[['ab', '0'], ['sorbs', '1']]",ab-fuckin-sorbs
ABSTAIN,2,"['ab', 'stain']","[['ab', '0'], ['stain', '1']]",ab-fuckin-stain
ABSTRACT,2,"['ab', 'stract']","[['ab', '0'], ['stract', '1']]",ab-fuckin-stract
ABSTRUSE,2,"['ab', 'struse']","[['ab', '0'], ['struse', '1']]",ab-fuckin-struse
ABSURD,2,"['ab', 'surd']","[['ab', '0'], ['surd', '1']]",ab-fuckin-surd
ABUSE,2,"['a', 'buse']","[['a', '0'], ['buse', '1']]",a-fuckin-buse
ABUSED,2,"['a', 'bused']","[['a', '0'], ['bused', '1']]",a-fuckin-bused
ABUT,2,"['a', 'but']","[['a', '0'], ['but', '1']]",a-fuckin-but
ABUTS,2,"['a', 'buts']","[['a', '0'], ['buts', '1']]",a-fuckin-buts
ABUZZ,2,"['a', 'buzz']","[['a', '0'], ['buzz', '1']]",a-fuckin-buzz
ABYSS,2,"['a', 'byss']","[['a', '0'], ['byss', '1']]",a-fuckin-byss
ACCEDE,2,"['ac', 'cede']","[['ac', '0'], ['cede', '1']]",ac-fuckin-cede
ACCEDES,2,"['ac', 'cedes']","[['ac', '0'], ['cedes', '1']]",ac-fuckin-cedes
ACCENT,2,"['ac', 'cent']","[['ac', '0'], ['cent', '1']]",ac-fuckin-cent
ACCEPT,2,"['ac', 'cept']","[['ac', '0'], ['cept', '1']]",ac-fuckin-cept
ACCEPTS,2,"['ac', 'cepts']","[['ac', '0'], ['cepts', '1']]",ac-fuckin-cepts
ACCLAIM,2,"['ac', 'claim']","[['ac', '0'], ['claim', '1']]",ac-fuckin-claim
ACCLAIMED,2,"['ac', 'claimed']","[['ac', '0'], ['claimed', '1']]",ac-fuckin-claimed
ACCORD,2,"['ac', 'cord']","[['ac', '0'], ['cord', '1']]",ac-fuckin-cord
ACCORDS,2,"['ac', 'cords']","[['ac', '0'], ['cords', '1']]",ac-fuckin-cords
ACCOST,2,"['ac', 'cost']","[['ac', '0'], ['cost', '1']]",ac-fuckin-cost
ACCOUNT,2,"['ac', 'count']","[['ac', '0'], ['count', '1']]",ac-fuckin-count
ACCOUNTS,2,"['ac', 'counts']","[['ac', '0'], ['counts', '1']]",ac-fuckin-counts
ACCRUE,2,"['ac', 'crue']","[['ac', '0'], ['crue', '1']]",ac-fuckin-crue
ACCRUED,2,"['ac', 'crued']","[['ac', '0'], ['crued', '1']]",ac-fuckin-crued
ACCRUES,2,"['ac', 'crues']","[['ac', '0'], ['crues', '1']]",ac-fuckin-crues
ACCUSE,2,"['ac', 'cuse']","[['ac', '0'], ['cuse', '1']]",ac-fuckin-cuse
ACCUSED,2,"['ac', 'cused']","[['ac', '0'], ['cused', '1']]",ac-fuckin-cused
ACHIEVE,2,"['a', 'chieve']","[['a', '0'], ['chieve', '1']]",a-fuckin-chieve
ACHIEVED,2,"['a', 'chieved']","[['a', '0'], ['chieved', '1']]",a-fuckin-chieved
ACHIEVES,2,"['a', 'chieves']","[['a', '0'], ['chieves', '1']]",a-fuckin-chieves
ACQUAINT,2,"['ac', 'quaint']","[['ac', '0'], ['quaint', '1']]",ac-fuckin-quaint
ACQUIT,2,"['ac', 'quit']","[['ac', '0'], ['quit', '1']]",ac-fuckin-quit
ACQUITS,2,"['ac', 'quits']","[['ac', '0'], ['quits', '1']]",ac-fuckin-quits
ACROSS,2,"['a', 'cross']","[['a', '0'], ['cross', '1']]",a-fuckin-cross
ACUTE,2,"['a', 'cute']","[['a', '0'], ['cute', '1']]",a-fuckin-cute
ADAPT,2,"['a', 'dapt']","[['a', '0'], ['dapt', '1']]",a-fuckin-dapt
ADAR,2,"['A', 'dar']","[['A', '0'], ['dar', '1']]",A-fuckin-dar
ADDICT,2,"['ad', 'dict']","[['ad', '0'], ['dict', '1']]",ad-fuckin-dict
ADDICTS,2,"['ad', 'dicts']","[['ad', '0'], ['dicts', '1']]",ad-fuckin-dicts
ADDRESSED,2,"['ad', 'dressed']","[['ad', '0'], ['dressed', '1']]",ad-fuckin-dressed
ADELE,2,"['A', 'dele']","[['A', '0'], ['dele', '1']]",A-fuckin-dele
ADEPT,2,"['a', 'dept']","[['a', '0'], ['dept', '1']]",a-fuckin-dept
ADHERE,2,"['ad', 'here']","[['ad', '0'], ['here', '1']]",ad-fuckin-here
ADHERED,2,"['ad', 'hered']","[['ad', '0'], ['hered', '1']]",ad-fuckin-hered
ADHERES,2,"['ad', 'heres']","[['ad', '0'], ['heres', '1']]",ad-fuckin-heres
ADIEU,2,"['a', 'dieu']","[['a', '0'], ['dieu', '1']]",a-fuckin-dieu
ADJOIN,2,"['ad', 'join']","[['ad', '0'], ['join', '1']]",ad-fuckin-join
ADJOINS,2,"['ad', 'joins']","[['ad', '0'], ['joins', '1']]",ad-fuckin-joins
ADJOURN,2,"['ad', 'journ']","[['ad', '0'], ['journ', '1']]",ad-fuckin-journ
ADJOURNS,2,"['ad', 'journs']","[['ad', '0'], ['journs', '1']]",ad-fuckin-journs
ADJUDGE,2,"['ad', 'judge']","[['ad', '0'], ['judge', '1']]",ad-fuckin-judge
ADJUDGED,2,"['ad', 'judged']","[['ad', '0'], ['judged', '1']]",ad-fuckin-judged
ADJUST,2,"['ad', 'just']","[['ad', '0'], ['just', '1']]",ad-fuckin-just
ADJUSTS,2,"['ad', 'justs']","[['ad', '0'], ['justs', '1']]",ad-fuckin-justs
ADMIRE,2,"['ad', 'mire']","[['ad', '0'], ['mire', '1']]",ad-fuckin-mire
ADMIRES,2,"['ad', 'mires']","[['ad', '0'], ['mires', '1']]",ad-fuckin-mires
ADMIT,2,"['ad', 'mit']","[['ad', '0'], ['mit', '1']]",ad-fuckin-mit
ADMITS,2,"['ad', 'mits']","[['ad', '0'], ['mits', '1']]",ad-fuckin-mits
ADO,2,"['a', 'do']","[['a', '0'], ['do', '1']]",a-fuckin-do
ADOPT,2,"['a', 'dopt']","[['a', '0'], ['dopt', '1']]",a-fuckin-dopt
ADORE,2,"['a', 'dore']","[['a', '0'], ['dore', '1']]",a-fuckin-dore
ADORED,2,"['a', 'dored']","[['a', '0'], ['dored', '1']]",a-fuckin-dored
ADORES,2,"['a', 'dores']","[['a', '0'], ['dores', '1']]",a-fuckin-dores
ADORN,2,"['a', 'dorn']","[['a', '0'], ['dorn', '1']]",a-fuckin-dorn
ADRIFT,2,"['a', 'drift']","[['a', '0'], ['drift', '1']]",a-fuckin-drift
ADROIT,2,"['a', 'droit']","[['a', '0'], ['droit', '1']]",a-fuckin-droit
ADULT,2,"['a', 'dult']","[['a', '0'], ['dult', '1']]",a-fuckin-dult
ADVANCE,2,"['ad', 'vance']","[['ad', '0'], ['vance', '1']]",ad-fuckin-vance
ADVANCED,2,"['ad', 'vanced']","[['ad', '0'], ['vanced', '1']]",ad-fuckin-vanced
ADVERSE,2,"['ad', 'verse']","[['ad', '0'], ['verse', '1']]",ad-fuckin-verse
ADVICE,2,"['ad', 'vice']","[['ad', '0'], ['vice', '1']]",ad-fuckin-vice
ADVISE,2,"['ad', 'vise']","[['ad', '0'], ['vise', '1']]",ad-fuckin-vise
ADVISED,2,"['ad', 'vised']","[['ad', '0'], ['vised', '1']]",ad-fuckin-vised
AFAR,2,"['a', 'far']","[['a', '0'], ['far', '1']]",a-fuckin-far
AFFAIR,2,"['af', 'fair']","[['af', '0'], ['fair', '1']]",af-fuckin-fair
AFFECT,2,"['af', 'fect']","[['af', '0'], ['fect', '1']]",af-fuckin-fect
AFFIRM,2,"['af', 'firm']","[['af', '0'], ['firm', '1']]",af-fuckin-firm
AFFLICT,2,"['af', 'flict']","[['af', '0'], ['flict', '1']]",af-fuckin-flict
AFFORD,2,"['af', 'ford']","[['af', '0'], ['ford', '1']]",af-fuckin-ford
AFFRONT,2,"['af', 'front']","[['af', '0'], ['front', '1']]",af-fuckin-front
AFIELD,2,"['a', 'field']","[['a', '0'], ['field', '1']]",a-fuckin-field
AFIRE,2,"['a', 'fire']","[['a', '0'], ['fire', '1']]",a-fuckin-fire
AFLAME,2,"['a', 'flame']","[['a', '0'], ['flame', '1']]",a-fuckin-flame
AFLOAT,2,"['a', 'float']","[['a', '0'], ['float', '1']]",a-fuckin-float
AFOOT,2,"['a', 'foot']","[['a', '0'], ['foot', '1']]",a-fuckin-foot
AFOUL,2,"['a', 'foul']","[['a', '0'], ['foul', '1']]",a-fuckin-foul
AFRAID,2,"['a', 'fraid']","[['a', '0'], ['fraid', '1']]",a-fuckin-fraid
AFRESH,2,"['a', 'fresh']","[['a', '0'], ['fresh', '1']]",a-fuckin-fresh
AGAIN,2,"['a', 'gain']","[['a', '0'], ['gain', '1']]",a-fuckin-gain
AGAINST,2,"['a', 'gainst']","[['a', '0'], ['gainst', '1']]",a-fuckin-gainst
AGAPE,2,"['a', 'gape']","[['a', '0'], ['gape', '1']]",a-fuckin-gape
AGGRESS,2,"['ag', 'gress']","[['ag', '0'], ['gress', '1']]",ag-fuckin-gress
AGGRIEVE,2,"['ag', 'grieve']","[['ag', '0'], ['grieve', '1']]",ag-fuckin-grieve
AGGRIEVED,2,"['ag', 'grieved']","[['ag', '0'], ['grieved', '1']]",ag-fuckin-grieved
AGHAST,2,"['a', 'ghast']","[['a', '0'], ['ghast', '1']]",a-fuckin-ghast
AGIN,2,"['a', 'gin']","[['a', '0'], ['gin', '1']]",a-fuckin-gin
AGLEAM,2,"['a', 'gleam']","[['a', '0'], ['gleam', '1']]",a-fuckin-gleam
AGLOW,2,"['a', 'glow']","[['a', '0'], ['glow', '1']]",a-fuckin-glow
AGO,2,"['a', 'go']","[['a', '0'], ['go', '1']]",a-fuckin-go
AGOG,2,"['a', 'gog']","[['a', '0'], ['gog', '1']]",a-fuckin-gog
AGREE,2,"['a', 'gree']","[['a', '0'], ['gree', '1']]",a-fuckin-gree
AGREED,2,"['a', 'greed']","[['a', '0'], ['greed', '1']]",a-fuckin-greed
AGROUND,2,"['a', 'ground']","[['a', '0'], ['ground', '1']]",a-fuckin-ground
AHA,2,"['a', 'ha']","[['a', '2'], ['ha', '1']]",a-fuckin-ha
AHEAD,2,"['a', 'head']","[['a', '0'], ['head', '1']]",a-fuckin-head
AHOLD,2,"['a', 'hold']","[['a', '0'], ['hold', '1']]",a-fuckin-hold
AJAR,2,"['a', 'jar']","[['a', '0'], ['jar', '1']]",a-fuckin-jar
AKIN,2,"['a', 'kin']","[['a', '0'], ['kin', '1']]",a-fuckin-kin
ALAI,2,"['A', 'lai']","[['A', '0'], ['lai', '1']]",A-fuckin-lai
ALAIN,2,"['Al', 'ain']","[['Al', '0'], ['ain', '1']]",Al-fuckin-ain
ALANE,2,"['A', 'lane']","[['A', '0'], ['lane', '1']]",A-fuckin-lane
ALARM,2,"['a', 'larm']","[['a', '0'], ['larm', '1']]",a-fuckin-larm
ALARMED,2,"['a', 'larmed']","[['a', '0'], ['larmed', '1']]",a-fuckin-larmed
ALARMS,2,"['a', 'larms']","[['a', '0'], ['larms', '1']]",a-fuckin-larms
ALAS,2,"['a', 'las']","[['a', '0'], ['las', '1']]",a-fuckin-las
ALBEE,2,"['Al', 'bee']","[['Al', '0'], ['bee', '1']]",Al-fuckin-bee
ALERT,2,"['a', 'lert']","[['a', '0'], ['lert', '1']]",a-fuckin-lert
ALGIERS,2,"['Al', 'giers']","[['Al', '0'], ['giers', '1']]",Al-fuckin-giers
ALIGHT,2,"['a', 'light']","[['a', '0'], ['light', '1']]",a-fuckin-light
ALIGN,2,"['a', 'lign']","[['a', '0'], ['lign', '1']]",a-fuckin-lign
ALIKE,2,"['a', 'like']","[['a', '0'], ['like', '1']]",a-fuckin-like
ALINE,2,"['a', 'line']","[['a', '0'], ['line', '1']]",a-fuckin-line
ALIVE,2,"['a', 'live']","[['a', '0'], ['live', '1']]",a-fuckin-live
ALLAY,2,"['al', 'lay']","[['al', '0'], ['lay', '1']]",al-fuckin-lay
ALLAYED,2,"['al', 'layed']","[['al', '0'], ['layed', '1']]",al-fuckin-layed
ALLEGE,2,"['al', 'lege']","[['al', '0'], ['lege', '1']]",al-fuckin-lege
ALLEGED,2,"['al', 'leged']","[['al', '0'], ['leged', '1']]",al-fuckin-leged
ALLIED,2,"['al', 'lied']","[['al', '0'], ['lied', '1']]",al-fuckin-lied
ALLIN,2,"['all', 'in']","[['all', '0'], ['in', '1']]",all-fuckin-in
ALLOT,2,"['al', 'lot']","[['al', '0'], ['lot', '1']]",al-fuckin-lot
ALLOW,2,"['al', 'low']","[['al', '0'], ['low', '1']]",al-fuckin-low
ALLOWED,2,"['al', 'lowed']","[['al', '0'], ['lowed', '1']]",al-fuckin-lowed
ALLOWS,2,"['al', 'lows']","[['al', '0'], ['lows', '1']]",al-fuckin-lows
ALLUDE,2,"['al', 'lude']","[['al', '0'], ['lude', '1']]",al-fuckin-lude
ALLURE,2,"['al', 'lure']","[['al', '0'], ['lure', '1']]",al-fuckin-lure
ALLURED,2,"['al', 'lured']","[['al', '0'], ['lured', '1']]",al-fuckin-lured
ALOFT,2,"['A', 'loft']","[['A', '0'], ['loft', '1']]",A-fuckin-loft
ALONE,2,"['a', 'lone']","[['a', '0'], ['lone', '1']]",a-fuckin-lone
ALONG,2,"['a', 'long']","[['a', '0'], ['long', '1']]",a-fuckin-long
ALOOF,2,"['a', 'loof']","[['a', '0'], ['loof', '1']]",a-fuckin-loof
ALOT,2,"['a', 'lot']","[['a', '0'], ['lot', '1']]",a-fuckin-lot
ALOUD,2,"['a', 'loud']","[['a', '0'], ['loud', '1']]",a-fuckin-loud
ALPHONSE,2,"['Al', 'phonse']","[['Al', '0'], ['phonse', '1']]",Al-fuckin-phonse
ALRIGHT,2,"['al', 'right']","[['al', '2'], ['right', '1']]",al-fuckin-right
ALSACE,2,"['Al', 'sace']","[['Al', '0'], ['sace', '1']]",Al-fuckin-sace
ALTHOUGH,2,"['al', 'though']","[['al', '2'], ['though', '1']]",al-fuckin-though
AMASS,2,"['a', 'mass']","[['a', '0'], ['mass', '1']]",a-fuckin-mass
AMASSED,2,"['a', 'massed']","[['a', '0'], ['massed', '1']]",a-fuckin-massed
AMAZE,2,"['a', 'maze']","[['a', '0'], ['maze', '1']]",a-fuckin-maze
AMAZED,2,"['a', 'mazed']","[['a', '0'], ['mazed', '1']]",a-fuckin-mazed
AMEN,2,"['a', 'men']","[['a', '0'], ['men', '1']]",a-fuckin-men
AMEND,2,"['a', 'mend']","[['a', '0'], ['mend', '1']]",a-fuckin-mend
AMENDS,2,"['a', 'mends']","[['a', '0'], ['mends', '1']]",a-fuckin-mends
AMID,2,"['a', 'mid']","[['a', '0'], ['mid', '1']]",a-fuckin-mid
AMIDST,2,"['a', 'midst']","[['a', '0'], ['midst', '1']]",a-fuckin-midst
AMIN,2,"['A', 'min']","[['A', '0'], ['min', '1']]",A-fuckin-min
AMIR,2,"['a', 'mir']","[['a', '0'], ['mir', '1']]",a-fuckin-mir
AMISS,2,"['a', 'miss']","[['a', '0'], ['miss', '1']]",a-fuckin-miss
AMIT,2,"['a', 'mit']","[['a', '2'], ['mit', '1']]",a-fuckin-mit
AMOK,2,"['a', 'mok']","[['a', '0'], ['mok', '1']]",a-fuckin-mok
AMON,2,"['A', 'mon']","[['A', '0'], ['mon', '1']]",A-fuckin-mon
AMONG,2,"['a', 'mong']","[['a', '0'], ['mong', '1']]",a-fuckin-mong
AMONGST,2,"['a', 'mongst']","[['a', '0'], ['mongst', '1']]",a-fuckin-mongst
AMOUNT,2,"['a', 'mount']","[['a', '0'], ['mount', '1']]",a-fuckin-mount
AMUCK,2,"['a', 'muck']","[['a', '0'], ['muck', '1']]",a-fuckin-muck
AMUSE,2,"['a', 'muse']","[['a', '0'], ['muse', '1']]",a-fuckin-muse
AMUSED,2,"['a', 'mused']","[['a', '0'], ['mused', '1']]",a-fuckin-mused
ANDRIES,2,"['An', 'dries']","[['An', '0'], ['dries', '1']]",An-fuckin-dries
ANEW,2,"['a', 'new']","[['a', '0'], ['new', '1']]",a-fuckin-new
ANNEAL,2,"['an', 'neal']","[['an', '0'], ['neal', '1']]",an-fuckin-neal
ANNOUNCE,2,"['an', 'nounce']","[['an', '0'], ['nounce', '1']]",an-fuckin-nounce
ANNOUNCED,2,"['an', 'nounced']","[['an', '0'], ['nounced', '1']]",an-fuckin-nounced
ANNOY,2,"['an', 'noy']","[['an', '0'], ['noy', '1']]",an-fuckin-noy
ANOINT,2,"['a', 'noint']","[['a', '0'], ['noint', '1']]",a-fuckin-noint
ANSEL,2,"['An', 'sel']","[['An', '0'], ['sel', '1']]",An-fuckin-sel
ANTIQUE,2,"['an', 'tique']","[['an', '0'], ['tique', '1']]",an-fuckin-tique
ANTOINE,2,"['An', 'toine']","[['An', '0'], ['toine', '1']]",An-fuckin-toine
APACE,2,"['a', 'pace']","[['a', '0'], ['pace', '1']]",a-fuckin-pace
APART,2,"['a', 'part']","[['a', '0'], ['part', '1']]",a-fuckin-part
APIECE,2,"['a', 'piece']","[['a', '0'], ['piece', '1']]",a-fuckin-piece
APLOMB,2,"['a', 'plomb']","[['a', '0'], ['plomb', '1']]",a-fuckin-plomb
APPALL,2,"['ap', 'pall']","[['ap', '0'], ['pall', '1']]",ap-fuckin-pall
APPALLED,2,"['ap', 'palled']","[['ap', '0'], ['palled', '1']]",ap-fuckin-palled
APPEAL,2,"['ap', 'peal']","[['ap', '0'], ['peal', '1']]",ap-fuckin-peal
APPEAR,2,"['ap', 'pear']","[['ap', '0'], ['pear', '1']]",ap-fuckin-pear
APPEASE,2,"['ap', 'pease']","[['ap', '0'], ['pease', '1']]",ap-fuckin-pease
APPEASED,2,"['ap', 'peased']","[['ap', '0'], ['peased', '1']]",ap-fuckin-peased
APPEND,2,"['ap', 'pend']","[['ap', '0'], ['pend', '1']]",ap-fuckin-pend
APPLAUD,2,"['ap', 'plaud']","[['ap', '0'], ['plaud', '1']]",ap-fuckin-plaud
APPLAUSE,2,"['ap', 'plause']","[['ap', '0'], ['plause', '1']]",ap-fuckin-plause
APPLIED,2,"['ap', 'plied']","[['ap', '0'], ['plied', '1']]",ap-fuckin-plied
APPLY,2,"['ap', 'ply']","[['ap', '0'], ['ply', '1']]",ap-fuckin-ply
APPOINT,2,"['ap', 'point']","[['ap', '0'], ['point', '1']]",ap-fuckin-point
APPRAISE,2,"['ap', 'praise']","[['ap', '0'], ['praise', '1']]",ap-fuckin-praise
APPRAISED,2,"['ap', 'praised']","[['ap', '0'], ['praised', '1']]",ap-fuckin-praised
APPRISE,2,"['ap', 'prise']","[['ap', '0'], ['prise', '1']]",ap-fuckin-prise
APPRISED,2,"['ap', 'prised']","[['ap', '0'], ['prised', '1']]",ap-fuckin-prised
APPROACH,2,"['ap', 'proach']","[['ap', '0'], ['proach', '1']]",ap-fuckin-proach
APPROVE,2,"['ap', 'prove']","[['ap', '0'], ['prove', '1']]",ap-fuckin-prove
APPROVED,2,"['ap', 'proved']","[['ap', '0'], ['proved', '1']]",ap-fuckin-proved
ARCADE,2,"['ar', 'cade']","[['ar', '0'], ['cade', '1']]",ar-fuckin-cade
