word,num_syllables,syllables,stress_pattern
TORPEDO,3,"['tor', 'pe', 'do']","[['tor', '0'], ['pe', '1'], ['do', '2']]"
TORPEDOED,3,"['tor', 'pe', 'doed']","[['tor', '0'], ['pe', '1'], ['doed', '2']]"
TORPEDOES,3,"['tor', 'pe', 'does']","[['tor', '0'], ['pe', '1'], ['does', '0']]"
TORPEDOING,4,"['tor', 'pe', 'do', 'ing']","[['tor', '0'], ['pe', '1'], ['do', '2'], ['ing', '0']]"
TORPID,2,"['tor', 'pid']","[['tor', '1'], ['pid', '0']]"
TORPOR,2,"['tor', 'por']","[['tor', '1'], ['por', '0']]"
TORQUE,1,['torque'],"[['torque', '1']]"
TORR,1,['torr'],"[['torr', '1']]"
TORRE,1,['torre'],"[['torre', '1']]"
TORRENT,2,"['tor', 'rent']","[['tor', '1'], ['rent', '0']]"
TORRENTIAL,3,"['tor', 'ren', 'tial']","[['tor', '0'], ['ren', '1'], ['tial', '0']]"
TORRES,2,"['Tor', 'res']","[['Tor', '1'], ['res', '2']]"
TORRICELLI,4,"['Tor', 'ri', 'cel', 'li']","[['Tor', '2'], ['ri', '0'], ['cel', '1'], ['li', '0']]"
TORRID,2,"['tor', 'rid']","[['tor', '1'], ['rid', '0']]"
TORSO,2,"['tor', 'so']","[['tor', '1'], ['so', '2']]"
TORSOS,2,"['tor', 'sos']","[['tor', '1'], ['sos', '2']]"
TORT,1,['tort'],"[['tort', '1']]"
TORTE,1,['torte'],"[['torte', '1']]"
TORTILLA,3,"['tor', 'til', 'la']","[['tor', '0'], ['til', '1'], ['la', '0']]"
TORTILLAS,3,"['tor', 'til', 'las']","[['tor', '2'], ['til', '1'], ['las', '0']]"
TORTOISE,2,"['tor', 'toise']","[['tor', '1'], ['toise', '0']]"
TORTS,1,['torts'],"[['torts', '1']]"
TORTUOUS,3,"['tor', 'tu', 'ous']","[['tor', '1'], ['tu', '0'], ['ous', '0']]"
TORTURE,2,"['tor', 'ture']","[['tor', '1'], ['ture', '0']]"
TORTURED,2,"['tor', 'tured']","[['tor', '1'], ['tured', '0']]"
TORTURING,3,"['tor', 'tur', 'ing']","[['tor', '1'], ['tur', '0'], ['ing', '0']]"
TORTUROUS,3,"['tor', 'tur', 'ous']","[['tor', '1'], ['tur', '2'], ['ous', '0']]"
TORY,2,"['To', 'ry']","[['To', '1'], ['ry', '0']]"
TOSCANINI,4,"['Tos', 'ca', 'ni', 'ni']","[['Tos', '2'], ['ca', '0'], ['ni', '1'], ['ni', '0']]"
TOSH,1,['tosh'],"[['tosh', '1']]"
TOSS,1,['toss'],"[['toss', '1']]"
TOSSED,1,['tossed'],"[['tossed', '1']]"
TOSSING,2,"['toss', 'ing']","[['toss', '1'], ['ing', '0']]"
TOSTADO,3,"['tos', 'ta', 'do']","[['tos', '0'], ['ta', '1'], ['do', '0']]"
TOSTO,2,"['tos', 'to']","[['tos', '1'], ['to', '0']]"
TOT,1,['tot'],"[['tot', '1']]"
TOTA,2,"['to', 'ta']","[['to', '1'], ['ta', '0']]"
TOTAL,2,"['to', 'tal']","[['to', '1'], ['tal', '0']]"
TOTALED,2,"['to', 'taled']","[['to', '1'], ['taled', '0']]"
TOTALING,3,"['to', 'tal', 'ing']","[['to', '1'], ['tal', '0'], ['ing', '0']]"
TOTALITARIAN,6,"['to', 'tal', 'i', 'tar', 'i', 'an']","[['to', '2'], ['tal', '2'], ['i', '0'], ['tar', '1'], ['i', '0'], ['an', '0']]"
TOTALITY,4,"['to', 'tal', 'i', 'ty']","[['to', '0'], ['tal', '1'], ['i', '0'], ['ty', '0']]"
TOTALLED,2,"['to', 'talled']","[['to', '1'], ['talled', '0']]"
TOTALLING,3,"['to', 'tal', 'ling']","[['to', '1'], ['tal', '0'], ['ling', '0']]"
TOTALLY,3,"['to', 'tal', 'ly']","[['to', '1'], ['tal', '0'], ['ly', '0']]"
TOTE,1,['tote'],"[['tote', '1']]"
TOTED,2,"['tot', 'ed']","[['tot', '1'], ['ed', '0']]"
TOTEM,2,"['to', 'tem']","[['to', '1'], ['tem', '0']]"
TOTES,1,['totes'],"[['totes', '1']]"
TOTH,1,['toth'],"[['toth', '1']]"
TOTING,2,"['tot', 'ing']","[['tot', '1'], ['ing', '0']]"
TOTS,1,['tots'],"[['tots', '1']]"
TOTTER,2,"['tot', 'ter']","[['tot', '1'], ['ter', '0']]"
TOTTERING,3,"['tot', 'ter', 'ing']","[['tot', '1'], ['ter', '0'], ['ing', '0']]"
TOTTY,2,"['tot', 'ty']","[['tot', '1'], ['ty', '0']]"
TOUCH,1,['touch'],"[['touch', '1']]"
TOUCHDOWN,2,"['touch', 'down']","[['touch', '1'], ['down', '2']]"
TOUCHED,1,['touched'],"[['touched', '1']]"
TOUCHING,2,"['touch', 'ing']","[['touch', '1'], ['ing', '0']]"
TOUCHSTONE,2,"['touch', 'stone']","[['touch', '1'], ['stone', '2']]"
TOUCHY,2,"['touch', 'y']","[['touch', '1'], ['y', '0']]"
TOUGH,1,['tough'],"[['tough', '1']]"
TOUGHEN,2,"['tough', 'en']","[['tough', '1'], ['en', '0']]"
TOUGHER,2,"['tough', 'er']","[['tough', '1'], ['er', '0']]"
TOUGHEST,2,"['tough', 'est']","[['tough', '1'], ['est', '0']]"
TOUGHNESS,2,"['tough', 'ness']","[['tough', '1'], ['ness', '0']]"
TOUGHS,1,['toughs'],"[['toughs', '1']]"
TOULOUSE,2,"['Tou', 'louse']","[['Tou', '0'], ['louse', '1']]"
TOUPEE,2,"['tou', 'pee']","[['tou', '2'], ['pee', '1']]"
TOUR,1,['tour'],"[['tour', '1']]"
TOURED,1,['toured'],"[['toured', '1']]"
TOURIST,2,"['tour', 'ist']","[['tour', '1'], ['ist', '0']]"
TOURMALINE,3,"['tour', 'ma', 'line']","[['tour', '1'], ['ma', '0'], ['line', '2']]"
TOURNAMENT,3,"['tour', 'na', 'ment']","[['tour', '1'], ['na', '0'], ['ment', '0']]"
TOURNEY,2,"['tour', 'ney']","[['tour', '1'], ['ney', '0']]"
TOURNEYS,2,"['tour', 'neys']","[['tour', '1'], ['neys', '0']]"
TOURNIQUET,3,"['tour', 'ni', 'quet']","[['tour', '0'], ['ni', '0'], ['quet', '0']]"
TOURS,1,['tours'],"[['tours', '1']]"
TOUT,1,['tout'],"[['tout', '1']]"
TOUTS,1,['touts'],"[['touts', '1']]"
TOW,1,['tow'],"[['tow', '1']]"
TOWARD,2,"['to', 'ward']","[['to', '0'], ['ward', '1']]"
TOWARDS,2,"['to', 'wards']","[['to', '0'], ['wards', '1']]"
TOWBOAT,2,"['tow', 'boat']","[['tow', '1'], ['boat', '2']]"
TOWED,1,['towed'],"[['towed', '1']]"
TOWEL,2,"['tow', 'el']","[['tow', '1'], ['el', '0']]"
TOWELING,3,"['tow', 'el', 'ing']","[['tow', '1'], ['el', '0'], ['ing', '0']]"
TOWER,2,"['tow', 'er']","[['tow', '1'], ['er', '0']]"
TOWERED,2,"['tow', 'ered']","[['tow', '1'], ['ered', '0']]"
TOWERING,3,"['tow', 'er', 'ing']","[['tow', '1'], ['er', '0'], ['ing', '0']]"
TOWERY,3,"['tow', 'er', 'y']","[['tow', '0'], ['er', '1'], ['y', '0']]"
TOWN,1,['town'],"[['town', '1']]"
TOWNER,2,"['town', 'er']","[['town', '1'], ['er', '0']]"
TOWNES,1,['townes'],"[['townes', '1']]"
TOWNHOUSE,2,"['town', 'house']","[['town', '1'], ['house', '2']]"
TOWNHOUSES,3,"['town', 'hous', 'es']","[['town', '1'], ['hous', '2'], ['es', '0']]"
TOWNIE,2,"['town', 'ie']","[['town', '1'], ['ie', '0']]"
TOWNS,1,['towns'],"[['towns', '1']]"
TOWNSEND,2,"['Town', 'send']","[['Town', '1'], ['send', '0']]"
TOWNSFOLK,2,"['towns', 'folk']","[['towns', '1'], ['folk', '2']]"
TOWNSHEND,2,"['Town', 'shend']","[['Town', '1'], ['shend', '2']]"
TOWNSHIP,2,"['town', 'ship']","[['town', '1'], ['ship', '0']]"
TOWNSMAN,2,"['towns', 'man']","[['towns', '1'], ['man', '0']]"
TOWNSPEOPLE,3,"['towns', 'peo', 'ple']","[['towns', '1'], ['peo', '2'], ['ple', '0']]"
TOWS,1,['tows'],"[['tows', '1']]"
TOWSON,2,"['Tow', 'son']","[['Tow', '1'], ['son', '0']]"
TOXIC,2,"['tox', 'ic']","[['tox', '1'], ['ic', '0']]"
TOXICITY,4,"['tox', 'ic', 'i', 'ty']","[['tox', '0'], ['ic', '1'], ['i', '0'], ['ty', '0']]"
TOXICOLOGICAL,6,"['tox', 'i', 'co', 'log', 'i', 'cal']","[['tox', '2'], ['i', '0'], ['co', '0'], ['log', '1'], ['i', '0'], ['cal', '0']]"
TOXICOLOGIST,5,"['tox', 'i', 'col', 'o', 'gist']","[['tox', '2'], ['i', '0'], ['col', '1'], ['o', '0'], ['gist', '0']]"
TOXICOLOGY,5,"['tox', 'i', 'col', 'o', 'gy']","[['tox', '2'], ['i', '0'], ['col', '1'], ['o', '0'], ['gy', '0']]"
TOXIN,2,"['tox', 'in']","[['tox', '1'], ['in', '0']]"
TOY,1,['toy'],"[['toy', '1']]"
TOYED,1,['toyed'],"[['toyed', '1']]"
TOYMAKER,3,"['toy', 'mak', 'er']","[['toy', '1'], ['mak', '2'], ['er', '0']]"
TOYS,1,['toys'],"[['toys', '1']]"
TRAC,1,['trac'],"[['trac', '1']]"
TRACE,1,['trace'],"[['trace', '1']]"
TRACEABLE,3,"['trace', 'a', 'ble']","[['trace', '1'], ['a', '0'], ['ble', '0']]"
TRACED,1,['traced'],"[['traced', '1']]"
TRACER,2,"['trac', 'er']","[['trac', '1'], ['er', '0']]"
TRACES,2,"['tra', 'ces']","[['tra', '1'], ['ces', '0']]"
TRACHEA,3,"['tra', 'che', 'a']","[['tra', '1'], ['che', '0'], ['a', '0']]"
TRACHEAL,3,"['tra', 'che', 'al']","[['tra', '1'], ['che', '0'], ['al', '0']]"
TRACHEOPHYTE,4,"['tra', 'che', 'o', 'phyte']","[['tra', '1'], ['che', '0'], ['o', '0'], ['phyte', '0']]"
TRACING,2,"['trac', 'ing']","[['trac', '1'], ['ing', '0']]"
TRACK,1,['track'],"[['track', '1']]"
TRACKAGE,2,"['track', 'age']","[['track', '1'], ['age', '0']]"
TRACKBALL,2,"['track', 'ball']","[['track', '1'], ['ball', '2']]"
TRACKED,1,['tracked'],"[['tracked', '1']]"
TRACKER,2,"['track', 'er']","[['track', '1'], ['er', '0']]"
TRACKING,2,"['track', 'ing']","[['track', '1'], ['ing', '0']]"
TRACKS,1,['tracks'],"[['tracks', '1']]"
TRACT,1,['tract'],"[['tract', '1']]"
TRACTABLE,3,"['trac', 'ta', 'ble']","[['trac', '1'], ['ta', '0'], ['ble', '0']]"
TRACTION,2,"['trac', 'tion']","[['trac', '1'], ['tion', '0']]"
TRACTOR,2,"['trac', 'tor']","[['trac', '1'], ['tor', '0']]"
TRACTS,1,['tracts'],"[['tracts', '1']]"
TRACY,2,"['Tra', 'cy']","[['Tra', '1'], ['cy', '0']]"
TRADABLE,3,"['trad', 'a', 'ble']","[['trad', '1'], ['a', '0'], ['ble', '0']]"
TRADE,1,['trade'],"[['trade', '1']]"
TRADEABLE,3,"['trade', 'a', 'ble']","[['trade', '1'], ['a', '0'], ['ble', '0']]"
TRADED,2,"['trad', 'ed']","[['trad', '1'], ['ed', '0']]"
TRADEMARK,2,"['trade', 'mark']","[['trade', '1'], ['mark', '2']]"
TRADEOFF,2,"['trade', 'off']","[['trade', '1'], ['off', '2']]"
TRADER,2,"['trad', 'er']","[['trad', '1'], ['er', '0']]"
TRADES,1,['trades'],"[['trades', '1']]"
TRADESMEN,2,"['trades', 'men']","[['trades', '1'], ['men', '0']]"
TRADING,2,"['trad', 'ing']","[['trad', '1'], ['ing', '0']]"
TRADITION,3,"['tra', 'di', 'tion']","[['tra', '0'], ['di', '1'], ['tion', '0']]"
TRADITIONAL,4,"['tra', 'di', 'tion', 'al']","[['tra', '0'], ['di', '1'], ['tion', '0'], ['al', '0']]"
TRADITIONALIST,5,"['tra', 'di', 'tion', 'al', 'ist']","[['tra', '0'], ['di', '1'], ['tion', '0'], ['al', '0'], ['ist', '0']]"
TRADITIONALLY,5,"['tra', 'di', 'tion', 'al', 'ly']","[['tra', '0'], ['di', '1'], ['tion', '0'], ['al', '0'], ['ly', '0']]"
TRAFALGAR,3,"['Tra', 'fal', 'gar']","[['Tra', '0'], ['fal', '1'], ['gar', '0']]"
TRAFFIC,2,"['traf', 'fic']","[['traf', '1'], ['fic', '0']]"
TRAFFICKER,3,"['traf', 'fick', 'er']","[['traf', '1'], ['fick', '0'], ['er', '0']]"
TRAFFICKING,3,"['traf', 'fick', 'ing']","[['traf', '1'], ['fick', '0'], ['ing', '0']]"
TRAGEDIES,3,"['trag', 'e', 'dies']","[['trag', '1'], ['e', '0'], ['dies', '0']]"
TRAGEDY,3,"['trag', 'e', 'dy']","[['trag', '1'], ['e', '0'], ['dy', '0']]"
TRAGIC,2,"['trag', 'ic']","[['trag', '1'], ['ic', '0']]"
TRAGICOMIC,4,"['trag', 'i', 'com', 'ic']","[['trag', '2'], ['i', '0'], ['com', '1'], ['ic', '0']]"
TRAIL,1,['trail'],"[['trail', '1']]"
TRAILBLAZER,3,"['trail', 'blaz', 'er']","[['trail', '1'], ['blaz', '2'], ['er', '0']]"
TRAILED,1,['trailed'],"[['trailed', '1']]"
TRAILER,2,"['trail', 'er']","[['trail', '1'], ['er', '0']]"
TRAILHEAD,2,"['trail', 'head']","[['trail', '1'], ['head', '2']]"
TRAILING,2,"['trail', 'ing']","[['trail', '1'], ['ing', '0']]"
TRAILS,1,['trails'],"[['trails', '1']]"
TRAIN,1,['train'],"[['train', '1']]"
TRAINABLE,3,"['train', 'a', 'ble']","[['train', '1'], ['a', '0'], ['ble', '0']]"
TRAINED,1,['trained'],"[['trained', '1']]"
TRAINEE,2,"['train', 'ee']","[['train', '1'], ['ee', '1']]"
TRAINEES,2,"['train', 'ees']","[['train', '1'], ['ees', '1']]"
TRAINER,2,"['train', 'er']","[['train', '1'], ['er', '0']]"
TRAINING,2,"['train', 'ing']","[['train', '1'], ['ing', '0']]"
TRAINMEN,2,"['train', 'men']","[['train', '1'], ['men', '0']]"
TRAINS,1,['trains'],"[['trains', '1']]"
TRAIPSE,1,['traipse'],"[['traipse', '1']]"
TRAIPSING,2,"['traips', 'ing']","[['traips', '1'], ['ing', '0']]"
TRAIT,1,['trait'],"[['trait', '1']]"
TRAITOR,2,"['trai', 'tor']","[['trai', '1'], ['tor', '0']]"
TRAITOROUS,3,"['trai', 'tor', 'ous']","[['trai', '1'], ['tor', '0'], ['ous', '0']]"
TRAITS,1,['traits'],"[['traits', '1']]"
TRAJAN,2,"['Tra', 'jan']","[['Tra', '1'], ['jan', '0']]"
TRAJECTORY,4,"['tra', 'jec', 'to', 'ry']","[['tra', '0'], ['jec', '1'], ['to', '0'], ['ry', '0']]"
TRAM,1,['tram'],"[['tram', '1']]"
TRAMBLE,2,"['tram', 'ble']","[['tram', '1'], ['ble', '0']]"
TRAMMEL,2,"['tram', 'mel']","[['tram', '1'], ['mel', '0']]"
TRAMONTANA,4,"['tra', 'mon', 'ta', 'na']","[['tra', '0'], ['mon', '0'], ['ta', '1'], ['na', '0']]"
TRAMP,1,['tramp'],"[['tramp', '1']]"
TRAMPE,1,['trampe'],"[['trampe', '1']]"
TRAMPING,2,"['tramp', 'ing']","[['tramp', '1'], ['ing', '0']]"
TRAMPLE,2,"['tram', 'ple']","[['tram', '1'], ['ple', '0']]"
TRAMPLED,2,"['tram', 'pled']","[['tram', '1'], ['pled', '0']]"
TRAMPLING,2,"['tram', 'pling']","[['tram', '1'], ['pling', '0']]"
TRAMPOLINE,3,"['tram', 'po', 'line']","[['tram', '2'], ['po', '0'], ['line', '1']]"
TRAMPS,1,['tramps'],"[['tramps', '1']]"
TRAMS,1,['trams'],"[['trams', '1']]"
TRAN,1,['tran'],"[['tran', '1']]"
TRANCE,1,['trance'],"[['trance', '1']]"
TRANCHE,1,['tranche'],"[['tranche', '1']]"
TRANG,1,['trang'],"[['trang', '1']]"
TRANQUIL,2,"['tran', 'quil']","[['tran', '1'], ['quil', '0']]"
TRANQUILITY,4,"['tran', 'quil', 'i', 'ty']","[['tran', '0'], ['quil', '1'], ['i', '0'], ['ty', '0']]"
TRANQUILIZE,3,"['tran', 'quil', 'ize']","[['tran', '1'], ['quil', '0'], ['ize', '2']]"
TRANQUILIZER,4,"['tran', 'quil', 'iz', 'er']","[['tran', '1'], ['quil', '0'], ['iz', '2'], ['er', '0']]"
TRANQUILIZING,4,"['tran', 'quil', 'iz', 'ing']","[['tran', '1'], ['quil', '0'], ['iz', '2'], ['ing', '0']]"
TRANS,1,['trans'],"[['trans', '1']]"
TRANSACT,2,"['trans', 'act']","[['trans', '0'], ['act', '1']]"
TRANSACTION,3,"['trans', 'ac', 'tion']","[['trans', '0'], ['ac', '1'], ['tion', '0']]"
TRANSATLANTIC,4,"['trans', 'at', 'lan', 'tic']","[['trans', '2'], ['at', '0'], ['lan', '1'], ['tic', '0']]"
TRANSCEND,2,"['tran', 'scend']","[['tran', '0'], ['scend', '1']]"
TRANSCENDENCE,3,"['tran', 'scend', 'ence']","[['tran', '0'], ['scend', '1'], ['ence', '0']]"
TRANSCENDENT,3,"['tran', 'scend', 'ent']","[['tran', '0'], ['scend', '1'], ['ent', '0']]"
TRANSCENDENTAL,4,"['tran', 'scen', 'den', 'tal']","[['tran', '2'], ['scen', '0'], ['den', '1'], ['tal', '0']]"
TRANSCONTINENTAL,5,"['trans', 'con', 'ti', 'nen', 'tal']","[['trans', '2'], ['con', '2'], ['ti', '0'], ['nen', '1'], ['tal', '0']]"
TRANSCRIBE,2,"['tran', 'scribe']","[['tran', '0'], ['scribe', '1']]"
TRANSCRIBED,2,"['tran', 'scribed']","[['tran', '0'], ['scribed', '1']]"
TRANSCRIBER,3,"['tran', 'scrib', 'er']","[['tran', '0'], ['scrib', '1'], ['er', '0']]"
TRANSCRIBING,3,"['tran', 'scrib', 'ing']","[['tran', '0'], ['scrib', '1'], ['ing', '0']]"
TRANSCRIPT,2,"['tran', 'script']","[['tran', '1'], ['script', '2']]"
TRANSCRIPTION,3,"['tran', 'scrip', 'tion']","[['tran', '2'], ['scrip', '1'], ['tion', '0']]"
TRANSDUCER,3,"['trans', 'duc', 'er']","[['trans', '0'], ['duc', '1'], ['er', '0']]"
TRANSECT,2,"['tran', 'sect']","[['tran', '1'], ['sect', '2']]"
TRANSFER,2,"['trans', 'fer']","[['trans', '0'], ['fer', '1']]"
TRANSFERABILITY,6,"['trans', 'fer', 'a', 'bil', 'i', 'ty']","[['trans', '2'], ['fer', '0'], ['a', '0'], ['bil', '1'], ['i', '0'], ['ty', '0']]"
TRANSFERABLE,4,"['trans', 'fer', 'a', 'ble']","[['trans', '0'], ['fer', '1'], ['a', '0'], ['ble', '0']]"
TRANSFERENCE,3,"['trans', 'fer', 'ence']","[['trans', '0'], ['fer', '1'], ['ence', '0']]"
TRANSFERRABLE,4,"['trans', 'fer', 'ra', 'ble']","[['trans', '2'], ['fer', '1'], ['ra', '0'], ['ble', '0']]"
TRANSFERRED,2,"['trans', 'ferred']","[['trans', '0'], ['ferred', '1']]"
TRANSFERRING,3,"['trans', 'fer', 'ring']","[['trans', '0'], ['fer', '1'], ['ring', '0']]"
TRANSFIX,2,"['trans', 'fix']","[['trans', '0'], ['fix', '1']]"
TRANSFIXED,2,"['trans', 'fixed']","[['trans', '0'], ['fixed', '1']]"
TRANSFORM,2,"['trans', 'form']","[['trans', '0'], ['form', '1']]"
TRANSFORMATION,4,"['trans', 'for', 'ma', 'tion']","[['trans', '2'], ['for', '0'], ['ma', '1'], ['tion', '0']]"
TRANSFORMATIONAL,5,"['trans', 'for', 'ma', 'tion', 'al']","[['trans', '2'], ['for', '0'], ['ma', '1'], ['tion', '0'], ['al', '0']]"
TRANSFORMER,3,"['trans', 'form', 'er']","[['trans', '0'], ['form', '1'], ['er', '0']]"
TRANSFUSE,2,"['trans', 'fuse']","[['trans', '0'], ['fuse', '1']]"
TRANSFUSED,2,"['trans', 'fused']","[['trans', '0'], ['fused', '1']]"
TRANSFUSION,3,"['trans', 'fu', 'sion']","[['trans', '0'], ['fu', '1'], ['sion', '0']]"
TRANSGRESS,2,"['trans', 'gress']","[['trans', '0'], ['gress', '1']]"
TRANSGRESSION,3,"['trans', 'gres', 'sion']","[['trans', '0'], ['gres', '1'], ['sion', '0']]"
TRANSGRESSOR,3,"['trans', 'gres', 'sor']","[['trans', '0'], ['gres', '1'], ['sor', '0']]"
TRANSIENT,2,"['tran', 'sient']","[['tran', '1'], ['sient', '0']]"
TRANSISTOR,3,"['tran', 'sis', 'tor']","[['tran', '0'], ['sis', '1'], ['tor', '0']]"
TRANSIT,2,"['tran', 'sit']","[['tran', '1'], ['sit', '0']]"
TRANSITION,3,"['tran', 'si', 'tion']","[['tran', '0'], ['si', '1'], ['tion', '0']]"
TRANSITIONAL,4,"['tran', 'si', 'tion', 'al']","[['tran', '0'], ['si', '1'], ['tion', '0'], ['al', '0']]"
TRANSITORY,4,"['tran', 'si', 'to', 'ry']","[['tran', '1'], ['si', '0'], ['to', '2'], ['ry', '0']]"
TRANSLATE,2,"['trans', 'late']","[['trans', '0'], ['late', '1']]"
TRANSLATED,3,"['trans', 'lat', 'ed']","[['trans', '0'], ['lat', '1'], ['ed', '0']]"
TRANSLATING,3,"['trans', 'lat', 'ing']","[['trans', '0'], ['lat', '1'], ['ing', '0']]"
TRANSLATION,3,"['trans', 'la', 'tion']","[['trans', '0'], ['la', '1'], ['tion', '0']]"
TRANSLATOR,3,"['trans', 'la', 'tor']","[['trans', '0'], ['la', '1'], ['tor', '0']]"
TRANSLUCENT,3,"['trans', 'lu', 'cent']","[['trans', '0'], ['lu', '1'], ['cent', '0']]"
TRANSMISSION,3,"['trans', 'mis', 'sion']","[['trans', '0'], ['mis', '1'], ['sion', '0']]"
TRANSMIT,2,"['trans', 'mit']","[['trans', '0'], ['mit', '1']]"
TRANSMITTABLE,4,"['trans', 'mit', 'ta', 'ble']","[['trans', '0'], ['mit', '1'], ['ta', '0'], ['ble', '0']]"
TRANSMITTAL,3,"['trans', 'mit', 'tal']","[['trans', '0'], ['mit', '1'], ['tal', '0']]"
TRANSMITTED,3,"['trans', 'mit', 'ted']","[['trans', '0'], ['mit', '1'], ['ted', '0']]"
TRANSMITTER,3,"['trans', 'mit', 'ter']","[['trans', '0'], ['mit', '1'], ['ter', '0']]"
TRANSMITTING,3,"['trans', 'mit', 'ting']","[['trans', '0'], ['mit', '1'], ['ting', '0']]"
TRANSNATIONAL,4,"['trans', 'na', 'tion', 'al']","[['trans', '0'], ['na', '1'], ['tion', '0'], ['al', '0']]"
TRANSOCEANIC,5,"['trans', 'o', 'ce', 'an', 'ic']","[['trans', '2'], ['o', '0'], ['ce', '0'], ['an', '1'], ['ic', '0']]"
TRANSOM,2,"['tran', 'som']","[['tran', '1'], ['som', '0']]"
TRANSPACIFIC,4,"['trans', 'pa', 'cif', 'ic']","[['trans', '2'], ['pa', '0'], ['cif', '1'], ['ic', '0']]"
TRANSPARENCIES,4,"['trans', 'par', 'en', 'cies']","[['trans', '0'], ['par', '1'], ['en', '0'], ['cies', '0']]"
TRANSPARENCY,4,"['trans', 'par', 'en', 'cy']","[['trans', '0'], ['par', '1'], ['en', '0'], ['cy', '0']]"
TRANSPARENT,3,"['trans', 'par', 'ent']","[['trans', '0'], ['par', '1'], ['ent', '0']]"
TRANSPARENTLY,4,"['trans', 'par', 'ent', 'ly']","[['trans', '0'], ['par', '1'], ['ent', '0'], ['ly', '0']]"
TRANSPLANT,2,"['trans', 'plant']","[['trans', '0'], ['plant', '1']]"
TRANSPLANTATION,4,"['trans', 'plan', 'ta', 'tion']","[['trans', '2'], ['plan', '0'], ['ta', '1'], ['tion', '0']]"
TRANSPONDER,3,"['tran', 'spon', 'der']","[['tran', '0'], ['spon', '1'], ['der', '0']]"
TRANSPORT,2,"['trans', 'port']","[['trans', '0'], ['port', '1']]"
TRANSPORTABLE,4,"['trans', 'port', 'a', 'ble']","[['trans', '0'], ['port', '1'], ['a', '0'], ['ble', '0']]"
TRANSPORTATION,4,"['trans', 'por', 'ta', 'tion']","[['trans', '2'], ['por', '0'], ['ta', '1'], ['tion', '0']]"
TRANSPORTED,3,"['trans', 'port', 'ed']","[['trans', '0'], ['port', '1'], ['ed', '0']]"
TRANSPORTER,3,"['trans', 'port', 'er']","[['trans', '0'], ['port', '1'], ['er', '0']]"
TRANSPORTING,3,"['trans', 'port', 'ing']","[['trans', '0'], ['port', '1'], ['ing', '0']]"
TRANSPOSE,2,"['trans', 'pose']","[['trans', '0'], ['pose', '1']]"
TRANSPOSED,2,"['trans', 'posed']","[['trans', '0'], ['posed', '1']]"
TRANSSEXUAL,4,"['trans', 'sex', 'u', 'al']","[['trans', '0'], ['sex', '1'], ['u', '0'], ['al', '0']]"
TRANSVAAL,2,"['Trans', 'vaal']","[['Trans', '0'], ['vaal', '1']]"
TRANSVERSE,2,"['trans', 'verse']","[['trans', '0'], ['verse', '1']]"
TRANSVESTITE,3,"['trans', 'ves', 'tite']","[['trans', '0'], ['ves', '1'], ['tite', '0']]"
TRANSVESTITES,3,"['trans', 'ves', 'tites']","[['trans', '0'], ['ves', '1'], ['tites', '0']]"
TRANT,1,['trant'],"[['trant', '1']]"
TRANTER,2,"['trant', 'er']","[['trant', '1'], ['er', '0']]"
TRAP,1,['trap'],"[['trap', '1']]"
TRAPEZE,2,"['tra', 'peze']","[['tra', '0'], ['peze', '1']]"
TRAPP,1,['Trapp'],"[['Trapp', '1']]"
TRAPPE,1,['trappe'],"[['trappe', '1']]"
TRAPPED,1,['trapped'],"[['trapped', '1']]"
TRAPPING,2,"['trap', 'ping']","[['trap', '1'], ['ping', '0']]"
TRAPPINGS,2,"['trap', 'pings']","[['trap', '1'], ['pings', '0']]"
TRAPPIST,2,"['Trap', 'pist']","[['Trap', '1'], ['pist', '0']]"
TRAPS,1,['traps'],"[['traps', '1']]"
TRASH,1,['trash'],"[['trash', '1']]"
TRASHED,1,['trashed'],"[['trashed', '1']]"
TRASHY,2,"['trash', 'y']","[['trash', '1'], ['y', '0']]"
TRAUMA,2,"['trau', 'ma']","[['trau', '1'], ['ma', '0']]"
TRAUMAS,2,"['trau', 'mas']","[['trau', '1'], ['mas', '0']]"
TRAUMATIC,3,"['trau', 'mat', 'ic']","[['trau', '0'], ['mat', '1'], ['ic', '0']]"
TRAUMATIZE,3,"['trau', 'ma', 'tize']","[['trau', '1'], ['ma', '0'], ['tize', '2']]"
TRAUMATIZED,3,"['trau', 'ma', 'tized']","[['trau', '1'], ['ma', '0'], ['tized', '2']]"
TRAVAIL,2,"['tra', 'vail']","[['tra', '0'], ['vail', '1']]"
TRAVEL,2,"['trav', 'el']","[['trav', '1'], ['el', '0']]"
TRAVELED,2,"['trav', 'eled']","[['trav', '1'], ['eled', '0']]"
TRAVELER,3,"['trav', 'el', 'er']","[['trav', '1'], ['el', '0'], ['er', '0']]"
TRAVELING,3,"['trav', 'el', 'ing']","[['trav', '1'], ['el', '0'], ['ing', '0']]"
TRAVELLED,2,"['trav', 'elled']","[['trav', '1'], ['elled', '0']]"
TRAVELLER,3,"['trav', 'el', 'ler']","[['trav', '1'], ['el', '0'], ['ler', '0']]"
TRAVELLING,3,"['trav', 'el', 'ling']","[['trav', '1'], ['el', '0'], ['ling', '0']]"
TRAVELOGUE,3,"['trav', 'e', 'logue']","[['trav', '1'], ['e', '0'], ['logue', '2']]"
TRAVERS,2,"['Trav', 'ers']","[['Trav', '1'], ['ers', '0']]"
